GuestID,ServiceID,Rating,Comments,FeedbackDate
1119,5,4,Great hotel!,7/27/2025
161,4,4,Good value,6/15/2023
2260,14,4,Nice experience,10/25/2021
2144,2,5,Highly recommend!,2/19/2024
1699,11,4,Good value,1/2/2021
1305,7,1,Very poor,5/17/2021
2085,9,4,Very good service,6/20/2023
2517,13,5,Perfect stay!,12/26/2023
1995,13,3,Average stay,12/2/2022
2266,2,3,Okay service,2/5/2020
800,5,4,Great hotel!,2/26/2022
571,6,4,Good value,7/14/2023
2422,11,5,Highly recommend!,8/21/2021
2437,5,4,Good value,9/29/2025
1193,11,5,Perfect stay!,5/12/2022
959,8,5,Excellent service!,6/10/2025
1093,11,4,Good value,10/8/2023
2246,9,3,Average stay,12/3/2024
408,10,5,Amazing staff!,4/13/2023
2303,6,5,Excellent service!,12/24/2020
2705,15,4,Great hotel!,8/10/2022
2994,12,1,Awful service,7/11/2024
2669,15,3,Fair experience,11/29/2020
422,15,5,Excellent service!,1/30/2025
537,9,4,Good value,3/22/2021
1863,4,3,Fair experience,10/13/2024
1588,10,5,Highly recommend!,1/11/2020
1577,5,4,Friendly staff,8/20/2022
2958,2,1,Terrible experience,5/24/2023
468,8,3,Fair experience,12/29/2022
578,13,4,Nice experience,10/19/2022
489,8,5,Outstanding experience!,2/12/2023
2255,2,1,Very poor,9/5/2021
186,4,3,Okay service,11/24/2020
1746,14,5,Amazing staff!,4/8/2023
1066,11,3,Average stay,12/27/2025
929,1,3,Average stay,8/28/2020
2370,2,3,Okay service,12/13/2020
2030,6,4,Great hotel!,10/3/2021
2297,14,3,Decent hotel,1/12/2020
2048,9,3,Could be better,3/7/2024
478,2,4,Great hotel!,7/12/2025
219,4,4,Nice experience,10/20/2022
1941,12,4,Friendly staff,4/20/2024
84,5,1,Very poor,11/17/2020
669,2,5,Outstanding experience!,1/21/2022
875,14,3,Average stay,7/18/2021
123,3,4,Friendly staff,7/12/2025
1253,2,3,Fair experience,7/21/2020
2182,5,4,Nice experience,1/11/2024
758,4,3,Fair experience,5/18/2022
1023,10,4,Friendly staff,1/24/2022
1236,12,5,Highly recommend!,1/13/2022
995,9,5,Perfect stay!,3/4/2023
678,8,1,Awful service,6/9/2022
477,1,5,Perfect stay!,6/22/2020
966,2,5,Outstanding experience!,9/6/2022
711,10,5,Highly recommend!,11/29/2023
2882,11,3,Fair experience,12/21/2025
2195,7,5,Perfect stay!,8/4/2023
1319,13,2,Poor service,9/11/2025
2769,13,4,Very good service,12/1/2021
2049,9,3,Fair experience,6/3/2022
2064,6,4,Great hotel!,11/15/2025
675,14,5,Highly recommend!,9/28/2022
2683,6,3,Decent hotel,1/17/2025
1337,13,3,Could be better,10/5/2021
2249,13,1,Awful service,4/10/2023
1378,8,3,Fair experience,1/8/2021
852,14,3,Decent hotel,1/1/2025
915,7,4,Great hotel!,6/13/2024
1640,5,4,Great hotel!,12/8/2023
2942,14,3,Decent hotel,1/14/2024
1153,15,4,Great hotel!,6/16/2020
1714,7,2,Below expectations,2/16/2025
978,13,2,Needs improvement,7/21/2023
851,8,3,Decent hotel,5/6/2021
441,10,4,Good value,7/26/2024
2844,9,4,Nice experience,7/10/2023
2762,13,2,Poor service,5/9/2023
2470,12,4,Nice experience,8/6/2022
1392,3,2,Poor service,2/28/2023
2950,7,5,Excellent service!,5/17/2021
489,9,5,Perfect stay!,8/14/2023
245,2,3,Could be better,5/24/2021
1182,8,3,Average stay,8/31/2024
1126,8,5,Amazing staff!,5/21/2025
1318,5,5,Outstanding experience!,10/14/2022
1152,10,2,Needs improvement,3/8/2025
257,12,4,Nice experience,9/30/2021
2478,10,3,Could be better,10/5/2024
2886,4,3,Decent hotel,1/2/2024
1347,8,2,Needs improvement,6/3/2025
1554,13,4,Nice experience,9/3/2021
1824,6,5,Excellent service!,12/27/2021
2839,6,5,Outstanding experience!,2/23/2024
2223,14,5,Excellent service!,11/12/2023
1809,5,4,Great hotel!,7/20/2025
1365,5,4,Very good service,9/21/2025
1780,14,5,Excellent service!,6/7/2024
465,15,2,Below expectations,2/22/2022
2969,11,3,Average stay,12/19/2022
651,15,2,Below expectations,10/20/2023
1122,6,4,Great hotel!,11/19/2021
2389,6,5,Highly recommend!,10/24/2024
2617,8,3,Average stay,2/18/2020
1925,11,4,Nice experience,3/19/2020
630,11,2,Not satisfied,7/11/2022
278,8,4,Nice experience,11/8/2024
195,3,4,Nice experience,1/27/2023
2499,15,4,Good value,9/16/2021
1222,2,3,Decent hotel,1/21/2024
2792,12,2,Below expectations,9/5/2021
2314,6,3,Could be better,12/5/2021
523,13,3,Could be better,2/25/2023
1265,4,3,Decent hotel,8/31/2023
1631,8,4,Good value,2/1/2024
347,3,4,Good value,6/22/2025
2054,5,2,Disappointing,8/11/2022
1105,12,3,Okay service,5/11/2021
32,8,2,Not satisfied,10/30/2022
1507,12,4,Great hotel!,1/24/2025
2216,14,4,Friendly staff,7/31/2022
1069,7,4,Good value,10/30/2025
836,6,3,Fair experience,11/7/2023
301,9,5,Highly recommend!,6/25/2023
343,6,3,Average stay,6/19/2023
1244,2,3,Okay service,6/1/2025
1918,3,5,Perfect stay!,9/14/2023
628,15,4,Very good service,12/6/2022
2843,9,1,Extremely disappointed,11/23/2024
2275,9,3,Decent hotel,12/19/2024
1837,8,5,Amazing staff!,8/8/2024
2077,6,5,Highly recommend!,5/1/2021
1438,9,4,Very good service,10/27/2022
1326,12,3,Could be better,6/23/2023
1418,9,5,Outstanding experience!,4/4/2023
305,7,3,Average stay,6/26/2024
1555,15,4,Nice experience,4/29/2024
2350,5,5,Outstanding experience!,2/2/2020
188,5,4,Good value,2/21/2024
1953,10,5,Highly recommend!,6/8/2021
2740,6,4,Nice experience,3/28/2024
535,12,4,Very good service,2/3/2023
2581,7,5,Highly recommend!,3/22/2022
1086,15,5,Amazing staff!,1/6/2020
2124,13,5,Amazing staff!,6/26/2025
2985,3,4,Nice experience,1/1/2023
2357,4,4,Nice experience,9/23/2022
1946,9,5,Highly recommend!,2/7/2023
2673,10,4,Nice experience,2/1/2023
2622,10,4,Great hotel!,3/22/2020
11,7,5,Highly recommend!,7/6/2025
2735,10,3,Could be better,1/22/2022
2797,10,4,Very good service,7/22/2022
1811,5,4,Very good service,11/6/2022
1648,3,4,Nice experience,11/20/2020
1438,4,2,Needs improvement,10/7/2025
1610,4,4,Friendly staff,7/14/2024
2262,11,2,Not satisfied,4/24/2023
49,3,4,Very good service,7/4/2023
1626,13,5,Excellent service!,8/9/2023
2382,5,5,Outstanding experience!,11/10/2020
654,8,2,Poor service,3/19/2021
1871,15,2,Below expectations,1/8/2025
167,10,5,Excellent service!,11/10/2024
2197,9,3,Decent hotel,5/16/2020
2095,5,5,Outstanding experience!,8/30/2021
563,8,4,Great hotel!,3/19/2022
1282,7,3,Okay service,6/15/2023
2751,15,4,Friendly staff,7/21/2025
588,2,1,Awful service,4/12/2020
2148,6,4,Nice experience,1/26/2021
381,6,2,Disappointing,3/8/2025
1199,3,5,Perfect stay!,11/29/2024
2595,11,5,Excellent service!,9/18/2021
1820,8,3,Could be better,4/5/2024
2805,10,5,Excellent service!,4/7/2025
1365,7,4,Great hotel!,11/19/2024
2529,3,3,Decent hotel,4/21/2021
1300,12,5,Excellent service!,3/31/2020
1397,13,4,Friendly staff,9/3/2022
2700,4,4,Good value,1/26/2023
2955,12,4,Great hotel!,2/2/2021
784,10,1,Would not recommend,10/6/2021
2409,3,5,Outstanding experience!,8/18/2024
1604,4,5,Outstanding experience!,10/3/2025
1882,11,4,Great hotel!,1/1/2025
496,8,4,Great hotel!,1/11/2022
360,9,5,Outstanding experience!,7/3/2020
2202,5,2,Poor service,11/16/2022
85,1,4,Great hotel!,3/29/2020
2312,4,2,Not satisfied,10/28/2024
2880,10,2,Below expectations,3/6/2020
2580,10,5,Outstanding experience!,5/17/2023
2063,12,4,Very good service,1/3/2023
613,12,5,Perfect stay!,5/1/2025
74,3,2,Needs improvement,12/14/2022
322,11,5,Amazing staff!,9/19/2023
2324,14,1,Very poor,4/2/2024
1444,5,4,Very good service,11/10/2025
919,2,2,Not satisfied,2/27/2020
1382,6,5,Highly recommend!,5/28/2023
1470,9,3,Could be better,8/17/2024
1802,10,4,Good value,8/8/2022
2611,4,5,Highly recommend!,4/6/2022
2290,10,3,Fair experience,10/14/2020
2332,5,5,Perfect stay!,12/30/2025
2834,4,4,Nice experience,8/24/2021
2088,4,5,Highly recommend!,3/27/2022
2204,4,5,Excellent service!,3/4/2020
1836,11,5,Highly recommend!,11/11/2024
58,2,2,Poor service,7/9/2024
465,6,3,Decent hotel,3/12/2024
500,3,4,Great hotel!,12/25/2022
1886,14,3,Decent hotel,3/5/2024
692,14,3,Okay service,2/15/2024
1961,2,4,Friendly staff,12/26/2022
1469,15,3,Average stay,11/29/2020
214,7,4,Very good service,5/7/2022
821,4,4,Great hotel!,3/27/2024
2799,15,5,Outstanding experience!,2/3/2023
2554,2,2,Needs improvement,8/19/2021
474,14,5,Outstanding experience!,4/16/2022
975,8,4,Good value,4/28/2025
631,2,4,Nice experience,4/15/2021
1822,8,2,Disappointing,1/29/2023
1629,11,1,Very poor,12/21/2024
2612,15,4,Friendly staff,7/7/2024
1565,1,3,Decent hotel,11/11/2022
125,10,5,Outstanding experience!,7/11/2020
2160,6,4,Nice experience,4/15/2022
745,7,5,Excellent service!,4/1/2023
2365,12,4,Great hotel!,5/14/2023
1605,11,5,Excellent service!,8/3/2023
2969,8,2,Disappointing,1/14/2022
2998,5,5,Outstanding experience!,7/2/2025
1023,5,4,Very good service,7/26/2023
1103,13,4,Very good service,1/14/2024
1585,6,4,Great hotel!,11/5/2023
31,12,5,Perfect stay!,4/25/2023
423,5,3,Fair experience,7/19/2024
2011,9,5,Perfect stay!,9/15/2020
1249,13,2,Disappointing,8/12/2021
1332,15,4,Good value,11/12/2020
656,10,4,Great hotel!,8/18/2022
467,5,4,Friendly staff,7/22/2022
452,15,1,Awful service,6/13/2021
772,3,5,Excellent service!,1/24/2022
787,7,3,Fair experience,6/18/2020
180,15,4,Very good service,7/21/2022
1718,6,2,Not satisfied,9/21/2023
2974,13,4,Very good service,7/17/2024
1026,5,5,Outstanding experience!,7/8/2025
1173,4,5,Excellent service!,5/20/2024
1167,3,4,Friendly staff,5/19/2023
2194,12,1,Awful service,5/16/2021
707,7,4,Nice experience,1/18/2020
1184,15,2,Not satisfied,11/30/2025
2529,6,3,Fair experience,4/11/2021
1838,3,5,Perfect stay!,9/16/2024
224,5,4,Good value,5/8/2024
990,8,4,Nice experience,7/2/2020
2415,5,4,Nice experience,11/27/2023
1317,6,4,Great hotel!,6/16/2022
72,13,2,Disappointing,4/25/2023
979,10,4,Friendly staff,5/20/2025
677,6,2,Not satisfied,12/11/2023
939,15,2,Below expectations,1/22/2023
2529,12,4,Good value,8/28/2020
2580,12,5,Excellent service!,4/2/2023
2168,14,5,Outstanding experience!,9/18/2021
248,11,3,Could be better,3/28/2023
559,15,4,Great hotel!,12/8/2024
1046,12,3,Average stay,6/13/2022
2023,4,1,Very poor,8/14/2020
2153,15,5,Perfect stay!,4/21/2022
541,15,5,Amazing staff!,4/9/2024
1441,10,4,Very good service,2/20/2022
2272,2,5,Highly recommend!,12/2/2023
1859,5,4,Friendly staff,5/16/2022
2813,11,4,Great hotel!,1/31/2021
2199,12,4,Very good service,8/17/2023
2627,4,1,Very poor,3/4/2020
710,6,3,Fair experience,3/14/2022
1772,6,5,Outstanding experience!,8/31/2023
1249,15,3,Could be better,4/21/2023
2284,1,5,Highly recommend!,12/23/2023
162,4,4,Nice experience,6/25/2020
1552,6,5,Highly recommend!,11/8/2023
465,3,5,Perfect stay!,8/25/2023
243,9,3,Average stay,11/15/2021
1987,3,5,Outstanding experience!,12/10/2022
2651,14,5,Perfect stay!,3/4/2025
1413,1,4,Friendly staff,6/23/2021
1113,13,5,Perfect stay!,4/30/2024
1370,13,4,Great hotel!,2/9/2020
1986,12,2,Below expectations,9/22/2023
1721,10,4,Very good service,7/30/2020
314,9,2,Poor service,7/2/2023
2183,1,2,Poor service,12/1/2025
651,15,5,Outstanding experience!,9/14/2024
1988,13,3,Could be better,4/10/2021
1062,7,3,Decent hotel,4/27/2023
1527,14,1,Would not recommend,3/18/2025
520,7,5,Excellent service!,11/25/2025
2147,14,4,Great hotel!,2/16/2025
1731,5,3,Could be better,3/6/2022
2982,2,5,Amazing staff!,2/18/2021
2390,13,4,Great hotel!,1/21/2021
1894,7,5,Highly recommend!,1/23/2020
1848,14,4,Great hotel!,7/26/2024
2826,14,2,Disappointing,12/26/2021
2479,1,3,Could be better,9/6/2022
2338,12,3,Okay service,5/3/2024
447,5,5,Excellent service!,5/23/2021
284,13,1,Very poor,11/18/2022
1052,14,4,Very good service,5/18/2025
469,3,5,Perfect stay!,2/21/2021
1027,6,2,Disappointing,6/24/2023
2084,14,4,Friendly staff,7/3/2023
2583,1,1,Terrible experience,5/18/2024
377,12,4,Very good service,7/26/2024
3,1,5,Amazing staff!,6/21/2025
650,5,5,Outstanding experience!,12/10/2022
2800,15,5,Outstanding experience!,5/15/2025
1471,9,2,Disappointing,6/20/2025
1490,4,5,Amazing staff!,3/25/2021
2816,5,2,Not satisfied,9/14/2020
2231,13,2,Disappointing,6/6/2022
1523,8,5,Perfect stay!,10/28/2020
1493,9,2,Not satisfied,3/18/2022
1273,4,4,Nice experience,11/16/2021
1046,14,5,Highly recommend!,2/2/2020
1019,11,5,Amazing staff!,2/19/2022
1851,15,4,Good value,5/27/2025
1966,3,5,Excellent service!,5/22/2025
1379,5,4,Nice experience,5/23/2025
1271,13,4,Nice experience,6/22/2020
632,5,4,Friendly staff,9/26/2025
2256,14,4,Friendly staff,2/14/2024
2800,12,5,Excellent service!,1/13/2020
1498,13,3,Could be better,11/28/2025
43,6,4,Very good service,5/27/2021
2702,14,4,Friendly staff,8/28/2024
743,10,2,Not satisfied,2/8/2022
1381,11,5,Outstanding experience!,7/14/2025
758,6,4,Great hotel!,6/21/2021
674,15,5,Excellent service!,8/22/2022
2042,7,5,Outstanding experience!,11/21/2025
1092,6,5,Excellent service!,4/25/2025
1462,8,4,Very good service,12/22/2022
2550,11,5,Amazing staff!,9/26/2020
202,7,5,Excellent service!,8/16/2021
1675,13,5,Highly recommend!,1/18/2025
2337,14,4,Very good service,8/28/2022
637,4,3,Decent hotel,9/3/2022
836,6,2,Not satisfied,12/31/2021
2525,6,4,Nice experience,5/26/2021
1478,2,5,Outstanding experience!,3/17/2021
2059,5,5,Amazing staff!,6/20/2022
2328,13,4,Very good service,10/19/2023
2962,9,4,Friendly staff,3/3/2025
1071,3,4,Nice experience,10/26/2025
2908,13,2,Poor service,6/10/2025
1060,8,4,Great hotel!,10/9/2023
790,1,5,Highly recommend!,4/18/2024
2878,2,5,Perfect stay!,9/21/2022
1883,13,1,Would not recommend,4/16/2021
2927,8,1,Extremely disappointed,2/3/2025
2736,2,4,Good value,8/7/2022
1737,12,3,Fair experience,12/31/2021
2853,13,3,Okay service,7/29/2025
1909,7,5,Perfect stay!,6/8/2021
408,5,5,Excellent service!,8/25/2024
781,11,5,Perfect stay!,12/16/2020
299,2,3,Decent hotel,5/1/2024
411,7,4,Very good service,8/16/2025
1794,14,3,Could be better,11/9/2025
2419,15,3,Okay service,8/29/2024
358,4,4,Very good service,9/16/2024
67,10,5,Highly recommend!,11/6/2023
2722,13,4,Very good service,7/14/2020
255,4,5,Highly recommend!,10/25/2023
1084,13,4,Friendly staff,1/11/2025
113,2,4,Friendly staff,12/28/2025
2886,6,5,Excellent service!,7/27/2021
2972,5,4,Great hotel!,2/5/2025
1680,11,3,Average stay,11/21/2022
2028,15,5,Perfect stay!,3/13/2024
1940,12,3,Decent hotel,10/11/2024
351,12,2,Below expectations,3/16/2022
2989,3,4,Good value,8/15/2023
2055,12,5,Amazing staff!,2/15/2020
2710,15,1,Would not recommend,5/26/2021
2209,2,4,Friendly staff,3/15/2024
667,1,4,Great hotel!,9/16/2022
635,14,3,Okay service,5/29/2024
2492,10,4,Friendly staff,12/29/2022
849,6,3,Could be better,12/5/2021
2343,6,5,Outstanding experience!,7/25/2021
704,10,4,Friendly staff,1/17/2024
2414,15,5,Outstanding experience!,4/5/2020
295,10,5,Amazing staff!,11/12/2021
860,3,2,Poor service,10/4/2023
1543,12,5,Outstanding experience!,8/25/2021
1651,2,4,Friendly staff,3/1/2020
2517,10,4,Friendly staff,12/8/2021
2709,1,3,Decent hotel,12/9/2020
2482,13,4,Friendly staff,6/21/2022
642,8,5,Amazing staff!,11/28/2025
807,6,4,Friendly staff,11/3/2022
977,12,4,Very good service,4/30/2020
884,2,5,Excellent service!,2/17/2024
2718,15,4,Good value,9/11/2024
621,13,4,Friendly staff,12/25/2020
218,8,5,Amazing staff!,10/28/2021
2867,13,3,Average stay,7/18/2024
1294,6,4,Great hotel!,4/5/2022
284,15,1,Awful service,11/29/2021
2403,11,4,Good value,9/24/2025
78,11,2,Poor service,1/2/2025
1768,9,4,Great hotel!,7/17/2020
2319,13,3,Average stay,5/26/2024
1352,1,4,Friendly staff,9/21/2021
411,14,4,Friendly staff,8/10/2020
2004,5,3,Could be better,10/23/2024
2839,15,5,Outstanding experience!,8/23/2020
353,5,2,Below expectations,2/28/2020
591,10,5,Perfect stay!,3/18/2023
687,11,1,Would not recommend,10/26/2024
660,8,4,Great hotel!,7/1/2025
1063,14,2,Disappointing,12/24/2024
201,11,4,Nice experience,1/30/2020
2541,15,4,Great hotel!,12/14/2024
393,3,4,Friendly staff,7/6/2020
2467,7,4,Friendly staff,9/4/2025
892,7,4,Very good service,11/28/2020
2125,12,4,Good value,7/24/2025
2241,3,4,Good value,7/11/2022
1362,3,3,Could be better,2/5/2025
1916,6,5,Perfect stay!,2/6/2021
2236,6,5,Outstanding experience!,9/4/2022
1126,14,2,Needs improvement,9/24/2023
1090,12,5,Amazing staff!,7/19/2021
1373,5,4,Nice experience,2/6/2020
494,1,4,Good value,5/13/2020
364,1,5,Outstanding experience!,5/21/2025
2914,6,4,Great hotel!,12/12/2021
1064,5,4,Very good service,3/19/2021
931,9,4,Good value,7/8/2022
1664,8,5,Perfect stay!,10/15/2024
405,5,3,Average stay,5/29/2021
1549,13,3,Fair experience,5/26/2023
343,4,3,Okay service,3/21/2023
2261,9,3,Could be better,11/23/2023
844,1,3,Okay service,12/21/2024
781,14,2,Below expectations,6/6/2022
1570,3,4,Friendly staff,2/12/2025
2801,10,5,Outstanding experience!,8/15/2023
863,8,4,Great hotel!,1/9/2022
359,2,3,Fair experience,3/21/2025
1489,6,5,Perfect stay!,2/10/2022
745,13,4,Friendly staff,3/20/2023
2625,2,2,Poor service,2/9/2021
1783,1,3,Could be better,4/14/2024
1410,7,4,Friendly staff,4/29/2020
1444,15,4,Very good service,5/12/2021
2182,8,4,Very good service,11/16/2021
660,9,4,Good value,7/29/2023
1788,5,4,Friendly staff,10/21/2021
2044,8,4,Friendly staff,6/23/2023
1347,7,5,Amazing staff!,2/18/2024
528,7,4,Friendly staff,7/3/2022
574,9,5,Amazing staff!,3/22/2025
1208,8,2,Below expectations,6/18/2023
2615,14,4,Good value,12/31/2024
1738,9,5,Excellent service!,11/2/2025
706,12,3,Decent hotel,8/20/2024
1434,6,4,Friendly staff,10/30/2025
2861,12,5,Excellent service!,2/14/2023
1373,9,4,Great hotel!,11/21/2025
1314,3,5,Outstanding experience!,10/19/2024
795,4,5,Excellent service!,6/20/2021
50,9,4,Very good service,6/7/2022
1391,15,4,Very good service,9/29/2025
898,12,3,Fair experience,1/11/2024
2318,13,4,Friendly staff,4/27/2024
1417,2,4,Nice experience,5/1/2020
290,2,4,Good value,5/1/2022
1358,6,5,Outstanding experience!,5/14/2021
557,6,5,Outstanding experience!,2/21/2022
1788,9,5,Highly recommend!,2/25/2022
2169,14,4,Very good service,1/26/2022
1159,6,4,Very good service,1/20/2022
2194,3,4,Very good service,1/23/2021
2647,4,2,Not satisfied,6/23/2021
2406,2,3,Okay service,7/21/2022
2908,9,5,Outstanding experience!,2/15/2021
256,12,4,Friendly staff,2/6/2022
1104,8,4,Good value,5/13/2021
1926,8,2,Not satisfied,10/12/2022
1078,7,5,Highly recommend!,5/16/2021
1912,4,2,Not satisfied,9/20/2020
2757,7,5,Amazing staff!,3/9/2024
2027,4,1,Terrible experience,8/19/2022
2269,4,4,Nice experience,11/13/2025
455,9,4,Nice experience,7/3/2024
1096,10,4,Nice experience,7/3/2025
2214,12,5,Outstanding experience!,7/4/2023
2455,12,3,Average stay,12/20/2025
1906,5,4,Friendly staff,3/11/2021
2622,8,4,Nice experience,4/27/2021
329,4,5,Highly recommend!,3/19/2022
758,11,4,Great hotel!,4/14/2024
1478,12,5,Highly recommend!,9/6/2025
397,1,4,Good value,5/26/2025
122,9,4,Good value,8/8/2021
1312,9,2,Disappointing,1/11/2023
1742,1,3,Average stay,10/28/2024
2143,12,4,Nice experience,2/19/2024
79,12,5,Excellent service!,1/6/2020
1619,12,3,Decent hotel,8/17/2022
913,13,4,Good value,11/8/2023
1591,5,4,Great hotel!,2/25/2023
768,7,3,Fair experience,11/28/2025
1899,12,5,Perfect stay!,11/6/2024
1295,3,4,Great hotel!,11/1/2025
2438,3,3,Decent hotel,4/30/2023
1221,4,5,Outstanding experience!,1/24/2020
2922,9,5,Perfect stay!,9/4/2023
100,9,5,Outstanding experience!,7/3/2020
1741,15,1,Terrible experience,11/13/2025
2280,14,3,Could be better,12/21/2025
1839,7,5,Excellent service!,1/17/2022
2988,11,4,Great hotel!,6/13/2024
957,5,5,Highly recommend!,10/8/2024
70,13,4,Great hotel!,8/13/2020
794,11,5,Highly recommend!,1/15/2025
1585,3,4,Very good service,2/18/2025
1405,4,5,Amazing staff!,1/6/2020
1703,15,3,Fair experience,1/22/2023
1595,15,4,Very good service,8/1/2025
440,7,4,Nice experience,12/23/2023
2661,12,4,Good value,11/9/2020
173,15,5,Excellent service!,7/12/2025
210,9,2,Below expectations,9/20/2020
945,2,3,Decent hotel,6/12/2025
2479,6,5,Highly recommend!,11/7/2024
96,5,3,Fair experience,4/22/2023
136,14,3,Average stay,2/4/2023
2082,5,5,Highly recommend!,10/14/2024
378,13,3,Fair experience,1/14/2022
1909,14,4,Good value,8/19/2020
1142,7,5,Outstanding experience!,12/10/2023
2844,9,5,Highly recommend!,4/13/2025
847,1,5,Highly recommend!,6/25/2021
2140,11,5,Amazing staff!,3/10/2023
2014,11,5,Highly recommend!,2/9/2020
1844,2,2,Poor service,3/5/2021
744,3,4,Great hotel!,12/17/2022
1074,11,5,Excellent service!,3/23/2022
1846,7,4,Friendly staff,8/26/2022
1574,1,4,Very good service,7/19/2025
1941,6,4,Friendly staff,2/4/2021
1714,10,5,Highly recommend!,9/29/2025
489,11,4,Very good service,12/23/2023
1487,4,3,Average stay,5/25/2023
1388,3,3,Fair experience,2/28/2025
316,13,4,Nice experience,11/7/2022
1252,13,3,Decent hotel,4/16/2020
2890,15,5,Excellent service!,9/28/2025
1650,8,3,Could be better,7/31/2025
305,9,2,Below expectations,10/10/2020
1003,15,4,Good value,10/26/2025
2380,3,2,Not satisfied,4/24/2023
2897,3,5,Highly recommend!,2/7/2022
1211,13,3,Could be better,3/6/2024
1940,5,4,Very good service,1/3/2020
2161,1,5,Perfect stay!,9/22/2024
931,13,3,Decent hotel,8/29/2020
1645,10,4,Great hotel!,9/10/2023
1721,8,4,Great hotel!,5/4/2023
502,5,4,Great hotel!,12/8/2024
2324,12,4,Friendly staff,3/11/2021
2853,4,1,Terrible experience,12/14/2020
1289,1,5,Excellent service!,7/23/2024
1608,6,5,Amazing staff!,11/23/2021
2321,9,5,Excellent service!,10/20/2025
1445,13,4,Nice experience,10/23/2025
2087,1,4,Very good service,9/24/2023
613,15,5,Outstanding experience!,3/6/2025
484,6,5,Perfect stay!,8/6/2020
1535,10,3,Decent hotel,2/2/2024
2178,9,4,Good value,5/31/2025
2877,10,2,Needs improvement,6/19/2023
2954,4,5,Perfect stay!,12/15/2021
241,2,5,Amazing staff!,11/17/2022
1867,14,5,Perfect stay!,2/24/2025
1591,4,4,Good value,9/28/2022
1905,9,4,Great hotel!,8/4/2025
2115,10,5,Perfect stay!,8/19/2023
2313,7,5,Outstanding experience!,1/18/2020
1861,3,4,Good value,1/30/2022
2439,6,4,Very good service,10/11/2023
1382,12,3,Average stay,4/8/2022
2957,3,5,Outstanding experience!,2/22/2025
2987,10,1,Very poor,5/30/2021
2311,10,4,Friendly staff,12/31/2020
2572,5,4,Nice experience,10/31/2024
2277,6,3,Fair experience,11/25/2021
1154,12,3,Fair experience,11/8/2022
256,9,2,Poor service,4/14/2025
965,10,4,Good value,1/6/2021
2202,13,1,Would not recommend,4/30/2024
2152,4,4,Friendly staff,9/28/2021
669,2,3,Okay service,12/6/2023
2125,8,4,Nice experience,12/1/2020
904,8,1,Awful service,1/12/2021
1796,12,3,Average stay,3/18/2025
507,2,5,Outstanding experience!,2/7/2024
576,7,4,Very good service,8/20/2021
179,10,5,Highly recommend!,8/17/2022
2112,14,4,Nice experience,5/28/2025
2696,3,2,Poor service,9/2/2023
1718,4,4,Nice experience,4/28/2022
689,3,3,Could be better,3/12/2023
2446,12,5,Perfect stay!,12/5/2021
2531,10,5,Outstanding experience!,7/18/2023
29,15,5,Excellent service!,3/11/2025
2191,8,1,Awful service,2/11/2022
1796,12,5,Perfect stay!,7/23/2025
2795,4,4,Nice experience,5/6/2024
367,2,4,Great hotel!,1/7/2025
1230,11,3,Fair experience,3/22/2023
276,14,5,Amazing staff!,10/19/2025
2611,11,5,Perfect stay!,1/14/2021
348,9,5,Excellent service!,1/27/2025
135,11,2,Below expectations,1/27/2023
825,7,5,Perfect stay!,9/22/2020
1955,6,5,Excellent service!,12/22/2023
2634,15,4,Great hotel!,7/29/2025
2253,8,3,Average stay,4/15/2024
1334,13,4,Great hotel!,12/9/2021
2077,15,4,Nice experience,8/4/2021
56,11,3,Decent hotel,12/3/2024
430,13,3,Could be better,1/16/2025
1877,12,4,Great hotel!,7/26/2020
1061,15,4,Great hotel!,4/20/2025
2725,3,4,Nice experience,5/13/2024
2179,3,2,Below expectations,3/4/2020
1228,12,4,Friendly staff,3/3/2024
693,15,4,Friendly staff,1/2/2020
927,13,4,Very good service,6/25/2025
1638,6,3,Could be better,11/7/2024
2887,1,5,Excellent service!,5/1/2020
496,2,2,Needs improvement,10/24/2024
2256,9,4,Great hotel!,4/1/2024
1106,11,3,Average stay,10/8/2020
861,9,5,Perfect stay!,10/12/2023
225,8,5,Amazing staff!,1/9/2025
1212,8,4,Very good service,11/27/2021
2241,8,5,Amazing staff!,7/2/2020
1943,6,4,Good value,5/22/2025
1090,3,1,Terrible experience,10/2/2022
2587,14,4,Great hotel!,9/16/2023
112,15,5,Excellent service!,2/13/2023
432,3,4,Nice experience,11/25/2025
925,2,5,Highly recommend!,8/2/2020
1403,7,2,Below expectations,5/10/2023
345,5,3,Average stay,11/20/2021
2018,15,4,Good value,4/25/2023
441,13,3,Okay service,5/24/2020
2728,1,2,Needs improvement,8/17/2021
202,13,2,Needs improvement,10/5/2024
1821,12,2,Below expectations,5/26/2023
1081,15,5,Amazing staff!,2/19/2024
1456,15,4,Friendly staff,2/10/2024
2291,10,5,Excellent service!,2/22/2023
2625,5,5,Amazing staff!,7/25/2024
1707,7,5,Highly recommend!,1/1/2022
2139,4,4,Nice experience,8/17/2025
2504,14,5,Outstanding experience!,6/21/2025
6,4,5,Excellent service!,7/8/2020
1995,10,5,Perfect stay!,7/9/2025
2531,8,4,Friendly staff,1/24/2023
116,8,3,Decent hotel,9/22/2022
509,8,1,Awful service,12/22/2024
2824,12,3,Could be better,12/4/2022
1812,6,5,Perfect stay!,11/28/2021
1352,5,3,Decent hotel,3/27/2025
